@RELATION trained/svmGenreRecog
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.064386,0.028945,3.113681,0.138486,0.162202,0.515700,0.008620,0.096719,-24.906206,2.061756,-0.804140,-0.110386,-0.030602,0.061084,-0.143561,0.042983,-0.159315,-0.047178,-0.152133,0.015446,0.100519,0.008680,0.015073,0.030524,0.019302,0.013123,0.006297,0.032986,0.002500,0.017240,0.009973,0.042650,0.003362,0.026120,0.015386,0.017749,0.283921,0.027850,0.027459,0.261903,0.006078,0.036613,1.680176,0.579168,0.540880,0.290476,0.247651,0.244880,0.230446,0.232931,0.227197,0.218939,0.216975,0.236841,0.208572,0.008687,0.013300,0.029718,0.016125,0.010590,0.006623,0.022786,0.003601,0.012771,0.009096,0.031595,0.004420,0.010827,171.428571,0.142272,blues
0.044713,0.019110,3.126334,0.134242,0.181381,0.304895,0.012421,0.061844,-27.250048,2.723422,0.265327,0.446660,0.157820,0.183904,-0.167617,-0.006180,0.068045,0.039943,-0.065497,-0.027540,-0.047223,0.021973,0.002308,0.032863,0.013448,0.013070,0.003970,0.054273,0.001559,0.008778,0.025654,0.103695,0.005343,0.051433,0.038726,0.020960,0.192169,0.050313,0.032789,0.361319,0.011539,0.074355,1.739163,0.607312,0.469608,0.279409,0.366851,0.290271,0.290981,0.231078,0.208313,0.195734,0.214205,0.203269,0.211680,0.027324,0.003745,0.033993,0.017293,0.016380,0.005596,0.053353,0.002861,0.009877,0.027346,0.094591,0.008638,0.024512,171.428571,0.125975,blues
0.069336,0.028768,3.128277,0.138424,0.167493,0.547210,0.010514,0.107848,-25.242835,2.344032,0.412670,0.036566,-0.139813,-0.102358,-0.012326,-0.486943,-0.365177,-0.251431,-0.031749,0.034690,-0.117524,0.011191,0.001718,0.032877,0.097897,0.023759,0.015132,0.030184,0.003033,0.007115,0.016337,0.015013,0.002147,0.038202,0.028146,0.023404,0.166547,0.028707,0.023740,0.290143,0.006976,0.055314,1.629512,0.642191,0.429385,0.338784,0.267478,0.269954,0.268840,0.246223,0.265886,0.268037,0.254010,0.229827,0.241545,0.013104,0.002866,0.026531,0.056107,0.019282,0.018663,0.027829,0.004999,0.009346,0.015226,0.011386,0.002916,0.014508,200.000000,0.120043,blues
0.052244,0.027406,3.090512,0.129447,0.177824,0.361237,0.013565,0.071702,-25.657460,2.732530,0.353245,0.004856,-0.188827,-0.142015,0.126072,-0.198572,-0.117097,-0.253285,-0.144016,-0.002570,-0.190454,0.021655,0.004827,0.047477,0.101941,0.015945,0.008577,0.044905,0.002350,0.004728,0.009747,0.011614,0.004629,0.041980,0.022960,0.026065,0.194085,0.026379,0.025709,0.269382,0.009097,0.046388,1.402495,0.619599,0.393282,0.349793,0.295995,0.308274,0.250144,0.290135,0.288421,0.290304,0.264636,0.268087,0.220888,0.023666,0.006444,0.036544,0.068034,0.015397,0.011029,0.037949,0.006018,0.006692,0.010210,0.009947,0.006591,0.015811,200.000000,0.129244,blues
0.045559,0.012032,3.027741,0.120674,0.174665,0.347322,0.017971,0.067891,-28.003354,2.477764,0.213689,-0.024036,-0.247513,0.196992,0.254520,-0.225438,-0.050461,-0.211468,-0.110762,-0.055848,-0.034180,0.005851,0.004731,0.095640,0.036724,0.010337,0.016185,0.114003,0.003289,0.005225,0.004957,0.014176,0.001637,0.051165,0.024165,0.011882,0.220885,0.026581,0.027701,0.253743,0.011607,0.044978,2.048366,0.572965,0.476022,0.353697,0.346681,0.273553,0.273362,0.333992,0.270568,0.280175,0.300571,0.295199,0.246735,0.007798,0.007494,0.067771,0.038556,0.014342,0.022344,0.076934,0.006200,0.007809,0.006611,0.014425,0.002493,0.018811,171.428571,0.099754,blues
0.064576,0.011719,3.107824,0.140137,0.175145,0.520304,0.012753,0.086444,-26.660501,2.229806,0.159625,0.162847,-0.112849,-0.086526,0.113229,-0.486071,-0.203465,-0.126448,0.004487,0.048076,-0.099939,0.011005,0.002334,0.046804,0.063270,0.015546,0.014827,0.053210,0.004232,0.015240,0.012082,0.013555,0.001912,0.035228,0.028209,0.012737,0.164713,0.028829,0.024696,0.305733,0.006995,0.048895,1.708163,0.644984,0.570402,0.365889,0.313016,0.289754,0.277771,0.278458,0.281198,0.263727,0.338700,0.277310,0.244122,0.014489,0.003906,0.038470,0.054011,0.016288,0.020396,0.047231,0.007067,0.017913,0.013021,0.010967,0.002786,0.013735,200.000000,0.091533,blues
0.062865,0.017620,3.100325,0.140235,0.176974,0.545854,0.012983,0.092667,-26.141832,2.161275,-0.009184,0.191057,-0.151964,0.101998,0.173996,-0.338975,0.020218,-0.109716,-0.098839,-0.072362,-0.257108,0.021632,0.010148,0.091555,0.012670,0.012723,0.005773,0.058218,0.005243,0.009243,0.008463,0.018399,0.004529,0.037979,0.026947,0.016064,0.185080,0.026187,0.026542,0.328229,0.006689,0.054234,1.706835,0.714328,0.538146,0.413167,0.322874,0.309962,0.260742,0.310131,0.277183,0.308017,0.309876,0.258668,0.268968,0.022866,0.010330,0.061394,0.017778,0.015738,0.006461,0.054891,0.008802,0.013568,0.012588,0.017916,0.007218,0.016163,200.000000,0.102336,blues
0.050439,0.019455,3.090929,0.121422,0.164085,0.441191,0.012592,0.086877,-25.698013,2.626209,0.630439,0.019523,-0.177079,0.008030,0.174967,-0.305285,-0.138637,-0.170177,-0.137616,-0.088299,-0.245444,0.028674,0.006866,0.093938,0.024062,0.020302,0.011294,0.054864,0.002645,0.007390,0.009242,0.023430,0.004027,0.038888,0.022429,0.018422,0.164387,0.029918,0.030236,0.288318,0.007164,0.055262,1.715441,0.608955,0.504596,0.338741,0.314737,0.292185,0.274297,0.315086,0.244836,0.278431,0.268739,0.268585,0.289134,0.027517,0.010905,0.059398,0.027201,0.019323,0.012042,0.048310,0.004991,0.010368,0.009345,0.018650,0.004648,0.014583,171.428571,0.099476,blues
0.058262,0.017904,3.107127,0.143523,0.190984,0.405862,0.013260,0.076310,-26.588308,2.544079,0.251566,-0.015755,-0.284572,-0.077151,0.195639,-0.119879,0.106134,-0.020061,-0.022720,0.063941,-0.090448,0.027850,0.010943,0.071115,0.027268,0.012404,0.009982,0.056345,0.001849,0.005156,0.016388,0.019944,0.007077,0.036976,0.023996,0.015304,0.173304,0.029460,0.027940,0.251150,0.009582,0.038661,1.656569,0.607124,0.413075,0.397235,0.306542,0.262423,0.262946,0.327430,0.278663,0.293283,0.262194,0.261744,0.233282,0.026523,0.012458,0.048008,0.030639,0.012457,0.010812,0.042682,0.003846,0.007524,0.017174,0.017071,0.007131,0.012898,200.000000,0.094899,blues
0.061116,0.018754,3.083183,0.126297,0.161772,0.473746,0.014398,0.092790,-25.873859,2.489974,0.140842,-0.059109,-0.207444,0.019897,0.116955,-0.345088,-0.219791,-0.241948,-0.098776,-0.065756,-0.198793,0.028435,0.012216,0.089873,0.013924,0.019959,0.012266,0.038057,0.006145,0.006763,0.004802,0.010584,0.003822,0.035893,0.022821,0.017349,0.228036,0.028745,0.027288,0.250501,0.009075,0.041769,1.492480,0.661871,0.418177,0.361134,0.302724,0.261792,0.265723,0.281487,0.317435,0.251390,0.305232,0.293494,0.261688,0.035508,0.017308,0.059444,0.014803,0.022989,0.013172,0.033218,0.008786,0.009322,0.006053,0.013768,0.006678,0.013820,240.000000,0.125000,blues
0.055828,0.012218,3.065798,0.136225,0.184061,0.362001,0.012874,0.070918,-26.454823,2.550951,0.078121,0.081514,-0.090278,-0.048086,-0.018054,-0.383555,-0.134571,-0.049401,0.129262,-0.031828,-0.231561,0.025249,0.002899,0.051685,0.031079,0.018781,0.014718,0.055331,0.007253,0.009694,0.011320,0.023370,0.008346,0.030952,0.019316,0.011628,0.202739,0.024572,0.026016,0.245545,0.007776,0.038230,1.523130,0.597434,0.441343,0.356491,0.317891,0.295475,0.278768,0.290644,0.303493,0.275734,0.268029,0.233529,0.217892,0.029058,0.005332,0.041288,0.034866,0.021037,0.014817,0.045670,0.012574,0.011834,0.012837,0.021727,0.015635,0.013076,133.333333,0.112060,blues
0.047705,0.017460,3.107142,0.121234,0.173993,0.386421,0.012504,0.075967,-26.498643,2.739141,0.408469,0.291189,-0.101605,0.121210,0.191394,-0.218340,0.096280,-0.026781,0.017658,0.038715,-0.108709,0.021532,0.006590,0.081029,0.028482,0.019788,0.008643,0.052613,0.001302,0.003224,0.012024,0.046055,0.003628,0.038660,0.026509,0.015970,0.158043,0.030919,0.030627,0.274586,0.008664,0.048885,1.720721,0.677667,0.416038,0.335781,0.330887,0.271268,0.270838,0.292136,0.269185,0.296497,0.261482,0.245419,0.248711,0.025038,0.007672,0.047558,0.029319,0.018088,0.009867,0.041344,0.003013,0.004759,0.013626,0.025343,0.005132,0.012248,240.000000,0.091954,blues
0.057536,0.014589,3.106640,0.124506,0.169117,0.448148,0.012460,0.090182,-26.509404,2.577522,0.187558,0.124801,-0.032623,0.116027,0.231801,-0.269860,0.055378,-0.040895,0.042353,0.101726,-0.048609,0.017540,0.007270,0.070152,0.012245,0.027635,0.011593,0.070076,0.004871,0.005350,0.011688,0.030690,0.003006,0.036352,0.029371,0.012248,0.164319,0.030799,0.028934,0.276448,0.008257,0.051851,1.656002,0.617596,0.401225,0.384594,0.298457,0.283020,0.295864,0.312632,0.267310,0.266037,0.288382,0.272736,0.215375,0.022980,0.008288,0.042838,0.014537,0.024148,0.012026,0.046263,0.007802,0.006199,0.013698,0.018642,0.003918,0.012403,240.000000,0.126526,blues
0.052992,0.020154,3.097841,0.126600,0.165462,0.424260,0.010410,0.075402,-25.579749,2.610223,0.574048,-0.004920,-0.307762,-0.193339,-0.102295,-0.111426,0.070609,-0.071791,-0.177634,0.188779,-0.104751,0.013017,0.019797,0.074840,0.007735,0.029582,0.025168,0.028988,0.001768,0.024754,0.011919,0.010823,0.002221,0.031496,0.021234,0.015199,0.181482,0.025472,0.027570,0.255693,0.006646,0.039744,1.625577,0.625168,0.394355,0.287244,0.282768,0.314622,0.284386,0.283535,0.298252,0.263400,0.262071,0.285070,0.257216,0.013587,0.018935,0.046050,0.010244,0.027761,0.027328,0.025415,0.002566,0.019470,0.010928,0.011160,0.002520,0.010535,200.000000,0.111349,blues
0.047589,0.011553,3.106273,0.120752,0.166215,0.363709,0.016933,0.071966,-27.141709,2.756610,0.771754,0.045184,-0.075292,0.076675,0.035607,-0.113591,-0.212126,-0.142224,-0.166053,0.057303,-0.113340,0.009125,0.005200,0.072417,0.038231,0.044981,0.019704,0.049133,0.002368,0.010886,0.005916,0.008001,0.001406,0.038055,0.024248,0.009903,0.196823,0.030611,0.028150,0.263304,0.013017,0.047910,2.012933,0.608850,0.439168,0.377952,0.330938,0.302936,0.272226,0.259999,0.276847,0.282982,0.316833,0.337780,0.297936,0.013257,0.007981,0.049729,0.043677,0.036356,0.024632,0.044628,0.004962,0.015032,0.007430,0.008743,0.002549,0.013179,200.000000,0.120690,blues
0.051834,0.014487,3.107923,0.121314,0.166142,0.396957,0.013022,0.074498,-26.425745,2.664098,0.808379,-0.053731,-0.108910,0.050783,-0.051482,0.073579,-0.058958,-0.109108,-0.084654,0.212725,0.008044,0.006336,0.004164,0.046070,0.048599,0.049092,0.014111,0.058301,0.002267,0.007008,0.009839,0.013453,0.001999,0.032679,0.022759,0.013840,0.148365,0.025053,0.026875,0.253781,0.008185,0.040110,1.748464,0.646694,0.454742,0.381291,0.309899,0.281351,0.278168,0.273214,0.280697,0.277111,0.277891,0.265045,0.218708,0.008155,0.006823,0.031603,0.037999,0.036069,0.015371,0.042681,0.004334,0.008971,0.008278,0.011160,0.002684,0.011056,200.000000,0.104689,blues
0.052858,0.015181,3.112629,0.127608,0.171082,0.399958,0.015656,0.075713,-27.929601,2.481384,0.528251,0.002606,-0.012823,0.066773,0.054783,0.054594,0.109675,0.139726,0.109171,0.228191,-0.020230,0.010186,0.003903,0.031020,0.012486,0.068800,0.012366,0.051638,0.001482,0.013766,0.005102,0.011209,0.004709,0.033284,0.022500,0.011258,0.192275,0.025576,0.026548,0.241610,0.011445,0.045229,2.140924,0.635485,0.464667,0.366485,0.292194,0.297381,0.297235,0.297695,0.284370,0.276970,0.306881,0.291056,0.240869,0.013136,0.005784,0.024083,0.016604,0.044633,0.014019,0.046675,0.002883,0.019833,0.007168,0.011831,0.006531,0.012751,200.000000,0.087515,blues
0.077608,0.023810,3.167160,0.144840,0.165148,0.691046,0.009512,0.123901,-25.041333,2.244260,0.656874,-0.140332,-0.090077,-0.065366,-0.121521,0.070769,-0.124218,0.072268,0.147200,0.246570,0.062585,0.007767,0.004411,0.013095,0.028425,0.052764,0.012461,0.031549,0.002385,0.012743,0.018644,0.010779,0.003505,0.026547,0.029178,0.017253,0.156721,0.025238,0.025957,0.315285,0.005898,0.056872,1.443268,0.543692,0.502159,0.346118,0.309831,0.308472,0.293636,0.291831,0.281218,0.292206,0.285574,0.273054,0.241098,0.008470,0.005501,0.012304,0.025397,0.033651,0.015546,0.024908,0.003921,0.012805,0.016166,0.009440,0.004841,0.009009,240.000000,0.074116,blues
0.049081,0.014165,3.100418,0.122751,0.164205,0.418149,0.015545,0.070025,-26.502918,2.561781,0.691224,0.268461,-0.204354,0.060308,-0.034431,-0.086652,-0.272737,-0.132296,-0.159903,0.051797,-0.181456,0.014900,0.005063,0.069164,0.035963,0.037918,0.022064,0.025757,0.002185,0.010302,0.010033,0.012590,0.001838,0.033965,0.019459,0.011999,0.226042,0.023286,0.029176,0.243226,0.010074,0.034713,1.760725,0.564038,0.421515,0.334714,0.300475,0.296625,0.264643,0.255859,0.256122,0.273109,0.291167,0.319945,0.303825,0.023282,0.008090,0.051205,0.038725,0.033183,0.026765,0.023197,0.003983,0.014034,0.012052,0.013525,0.003280,0.012187,240.000000,0.115756,blues
0.053221,0.025381,3.100502,0.149093,0.205189,0.271478,0.015359,0.069176,-26.144899,3.115511,0.344285,0.520549,-0.014809,0.143783,0.165122,0.289116,0.078492,-0.150879,-0.039165,-0.138761,-0.230357,0.025492,0.011572,0.036137,0.008112,0.022133,0.007392,0.054115,0.001521,0.001673,0.041415,0.029442,0.005141,0.036407,0.041422,0.019911,0.225354,0.048273,0.027551,0.292428,0.011185,0.078014,1.616101,0.520814,0.485768,0.353689,0.330112,0.292377,0.277590,0.253663,0.252864,0.285796,0.270169,0.270607,0.286327,0.031223,0.015365,0.044289,0.011642,0.022024,0.011003,0.043024,0.003101,0.002419,0.033444,0.024932,0.008996,0.010918,171.428571,0.089671,blues
